ID;GENERO;CASADO;EDAD;GRADUADO;PROFESION;EXPERIENCIA LABORAL;GASTO DEL CLIENTE;TAMAÑO FAMILIA;CATEGORIA ANONIMA DEL CLIENTE
461276;Masculino;Si;68;Si;Marketing;0.0;Bajo;2.0;Cat_7
461277;Masculino;Si;84;Si;Abogado;5.0;Bajo;1.0;Cat_6
461281;Masculino;No;22;No;Enfermeria;2.0;Bajo;9.0;Cat_2
461286;Femenino;No;22;No;Doctor;2.0;Bajo;4.0;Cat_6
461289;Masculino;No;21;No;Enfermeria;1.0;Bajo;3.0;Cat_6
461292;Femenino;Si;89;No;Abogado;1.0;Alto;2.0;Cat_3
461297;Masculino;Si;73;No;Abogado;0.0;Alto;2.0;Cat_6
461299;Femenino;Si;75;Si;Abogado;0.0;Alto;2.0;Cat_6
461303;Femenino;No;20;No;Doctor;6.0;Bajo;4.0;Cat_2
461308;Masculino;No;22;No;Enfermeria;1.0;Bajo;2.0;Cat_6
461309;Femenino;No;22;No;Enfermeria;0.0;Bajo;4.0;Cat_6
461313;Masculino;Si;63;Si;Artista;0.0;Medio;Tens;Cat_6
461314;Masculino;Si;46;Si;Artista;1.0;Medio;3.0;Cat_6
461319;Masculino;Si;58;No;Artista;0.0;Medio;2.0;Cat_6
461320;Femenino;No;41;Si;Artista;1.0;Bajo;3.0;Cat_6
461322;Masculino;Si;42;Si;Artista;0.0;Medio;2.0;Cat_6
461323;Femenino;Si;43;Si;Enfermeria;6.0;Medio;2.0;Cat_6
461324;Femenino;No;49;Si;Artista;3.0;Bajo;1.0;Cat_6
461326;Femenino;No;40;Si;Artista;0.0;Bajo;1.0;Cat_6
461335;Masculino;Si;53;No;Ejecutivo;8.0;Alto;2.0;Cat_6
461340;Masculino;Si;36;Si;Artista;4.0;Medio;2.0;Cat_7
461346;Masculino;Si;50;Si;Artista;8.0;Bajo;2.0;Cat_6
461348;Masculino;Si;42;Si;Enfermeria;1.0;Bajo;1.0;Cat_6
461350;Masculino;No;30;No;Enfermeria;0.0;Bajo;4.0;Cat_2
461352;Masculino;No;29;No;Enfermeria;2.0;Bajo;5.0;Cat_2
461356;Masculino;No;28;Si;Entretenimiento;1.0;Bajo;2.0;Cat_6
461357;Masculino;No;27;Si;Enfermeria;1.0;Bajo;4.0;Cat_6
461363;Masculino;No;49;Si;Artista;0.0;Bajo;1.0;Cat_6
461366;Masculino;No;32;Si;Enfermeria;1.0;Bajo;1.0;Cat_6
461370;Masculino;No;25;Si;Doctor;1.0;Bajo;3.0;Cat_6
461377;Femenino;Si;63;Si;Artista;1.0;Bajo;1.0;Cat_6
461378;Femenino;No;42;Si;Artista;8.0;Bajo;1.0;Cat_6
461379;Masculino;No;31;Si;Enfermeria;1.0;Bajo;Tens;Cat_5
461383;Masculino;Si;71;Si;Artista;0.0;Alto;2.0;Cat_6
461388;Masculino;No;20;No;Enfermeria;1.0;Bajo;5.0;Cat_2
461397;Masculino;No;22;No;Enfermeria;1.0;Bajo;4.0;Cat_6
461402;Femenino;No;29;Si;Entretenimiento;1.0;Bajo;5.0;Cat_6
461408;Masculino;Si;47;Si;Marketing;0.0;Bajo;3.0;Cat_6
461421;Masculino;Si;43;Si;Artista;1.0;Medio;3.0;Cat_6
461423;Masculino;No;32;Si;Artista;1.0;Bajo;3.0;Cat_4
461426;Masculino;Si;47;Si;Artista;7.0;Medio;2.0;Cat_6
461428;Masculino;No;46;Si;Artista;0.0;Bajo;1.0;Cat_6
461432;Femenino;Si;41;Si;Artista;1.0;Medio;2.0;Cat_6
461437;Masculino;Si;37;Si;Entretenimiento;0.0;Medio;2.0;Cat_6
461439;Masculino;Si;40;Si;Artista;0.0;Medio;2.0;Cat_6
461441;Masculino;Si;60;Si;Artista;0.0;Medio;4.0;Cat_6
461442;Masculino;Si;46;Si;Artista;0.0;Medio;6.0;Cat_2
461454;Femenino;Si;36;Si;Artista;6.0;Alto;4.0;Cat_7
461456;Femenino;No;38;No;Marketing;0.0;Bajo;1.0;Cat_6
461457;Femenino;Si;32;No;Doctor;0.0;Bajo;5.0;Cat_6
461458;Femenino;No;41;Si;Artista;5.0;Bajo;1.0;Cat_6
461462;Masculino;Si;56;Si;Marketing;0.0;Bajo;3.0;Cat_6
461465;Masculino;Si;31;Si;Artista;8.0;Medio;2.0;Cat_6
461466;Masculino;Si;45;No;Artista;0.0;Bajo;2.0;Cat_7
461468;Masculino;Si;69;Si;Entretenimiento;1.0;Medio;3.0;Cat_6
461469;Masculino;Si;37;Si;Artista;0.0;Bajo;2.0;Cat_6
461476;Masculino;Si;47;Si;Artista;1.0;Medio;4.0;Cat_2
461479;Femenino;Si;52;Si;Artista;1.0;Medio;3.0;Cat_6
461480;Femenino;Si;57;Si;Artista;1.0;Alto;3.0;Cat_6
461482;Femenino;No;50;Si;Artista;9.0;Bajo;1.0;Cat_6
461494;Masculino;Si;27;No;Ingenieria;0.0;Medio;2.0;Cat_6
461501;Femenino;Si;45;Si;Ingenieria;1.0;Alto;3.0;Cat_6
461503;Femenino;No;30;Si;Artista;8.0;Bajo;2.0;Cat_6
461510;Masculino;Si;45;Si;Artista;0.0;Bajo;2.0;Cat_6
461514;Masculino;No;30;No;Enfermeria;1.0;Bajo;4.0;Cat_6
461516;Masculino;Si;31;Si;Entretenimiento;1.0;Medio;3.0;Cat_6
461518;Femenino;Si;45;Si;Artista;1.0;Medio;4.0;Cat_3
461521;Masculino;Si;67;Si;Artista;0.0;Alto;2.0;Cat_6
461522;Masculino;Si;76;No;Ejecutivo;1.0;Alto;2.0;Cat_6
461525;Masculino;Si;69;Si;Entretenimiento;0.0;Bajo;2.0;Cat_6
461526;Masculino;Si;83;No;Entretenimiento;0.0;Bajo;2.0;Cat_6
461530;Masculino;Si;38;Si;Ingenieria;0.0;Bajo;2.0;Cat_6
461534;Masculino;Si;36;Si;Artista;0.0;Bajo;1.0;Cat_6
461540;Masculino;No;41;Si;Tens;2.0;Bajo;2.0;Cat_2
461546;Femenino;Si;69;No;Abogado;0.0;Bajo;3.0;Cat_6
461548;Femenino;No;33;Si;Ingenieria;0.0;Bajo;3.0;Cat_6
461553;Masculino;No;38;Si;Artista;1.0;Bajo;3.0;Cat_7
461556;Femenino;Si;48;Si;Ingenieria;1.0;Medio;2.0;Cat_6
461558;Masculino;Si;51;Si;Ingenieria;2.0;Medio;2.0;Cat_6
461564;Masculino;Si;56;Si;Ejecutivo;1.0;Alto;2.0;Cat_6
461570;Masculino;Si;57;Si;Artista;0.0;Medio;3.0;Cat_6
461574;Femenino;Si;49;Si;Artista;1.0;Medio;3.0;Cat_6
461587;Masculino;No;30;Si;Enfermeria;0.0;Bajo;3.0;Cat_6
461593;Femenino;Si;40;Si;Doctor;8.0;Medio;2.0;Cat_6
461602;Femenino;No;30;Si;Artista;0.0;Bajo;Tens;Cat_6
461604;Masculino;Si;38;No;Entretenimiento;0.0;Medio;2.0;Cat_6
461612;Femenino;No;31;Si;Enfermeria;8.0;Bajo;5.0;Cat_6
461615;Masculino;No;33;Si;Doctor;0.0;Bajo;2.0;Cat_6
461617;Masculino;No;50;Si;Artista;0.0;Bajo;2.0;Cat_6
461619;Masculino;Si;52;Si;Ejecutivo;1.0;Alto;3.0;Cat_6
461624;Femenino;Si;39;Si;Artista;0.0;Medio;Tens;Cat_2
461626;Masculino;Si;73;Si;Ejecutivo;0.0;Alto;2.0;Cat_6
461630;Masculino;Si;46;Si;Artista;0.0;Medio;3.0;Cat_6
461637;Masculino;Si;50;Si;Artista;0.0;Bajo;2.0;Cat_7
461644;Masculino;No;30;No;Enfermeria;0.0;Bajo;6.0;Cat_6
461653;Femenino;Si;60;Si;Doctor;0.0;Medio;2.0;Cat_6
461655;Femenino;Si;39;Si;Dueño de casa;9.0;Medio;2.0;Cat_6
461658;Femenino;Si;59;Si;Artista;1.0;Medio;2.0;Cat_5
461659;Femenino;Si;51;Si;Artista;0.0;Medio;2.0;Cat_6
461661;Femenino;Si;40;Si;Artista;5.0;Medio;2.0;Cat_2
461663;Masculino;No;23;No;Enfermeria;1.0;Bajo;3.0;Cat_6
461668;Masculino;Si;53;Si;Artista;4.0;Medio;4.0;Cat_2
461671;Masculino;No;32;No;Enfermeria;7.0;Bajo;5.0;Cat_6
461674;Masculino;Si;52;Si;Ejecutivo;0.0;Alto;4.0;Cat_6
461676;Femenino;No;31;Si;Ingenieria;0.0;Bajo;1.0;Cat_6
461679;Masculino;No;30;Si;Enfermeria;3.0;Bajo;4.0;Cat_6
461681;Masculino;No;25;Si;Enfermeria;8.0;Bajo;3.0;Cat_7
461683;Masculino;Si;40;Si;Ejecutivo;1.0;Alto;4.0;Cat_6
461685;Femenino;No;27;Si;Enfermeria;4.0;Bajo;4.0;Cat_6
461686;Masculino;Si;61;Si;Artista;0.0;Bajo;2.0;Cat_6
461690;Femenino;No;33;Si;Ingenieria;1.0;Bajo;1.0;Cat_4
461694;Masculino;No;28;Si;Doctor;1.0;Bajo;4.0;Cat_4
461695;Femenino;Si;48;Si;Artista;2.0;Medio;2.0;Cat_6
461698;Femenino;Si;73;Si;Artista;0.0;Alto;2.0;Cat_6
461701;Masculino;Si;36;No;Artista;0.0;Medio;2.0;Cat_5
461705;Femenino;No;32;No;Enfermeria;0.0;Bajo;4.0;Cat_6
461708;Masculino;Si;82;No;Abogado;0.0;Alto;2.0;Cat_6
461709;Masculino;No;28;Si;Artista;1.0;Bajo;3.0;Cat_4
461711;Femenino;No;42;Si;Artista;8.0;Bajo;3.0;Cat_2
461716;Femenino;Si;60;Si;Abogado;6.0;Alto;9.0;Cat_6
461720;Femenino;No;46;Si;Artista;1.0;Bajo;1.0;Cat_4
461722;Masculino;No;31;No;Doctor;0.0;Bajo;3.0;Cat_6
461724;Femenino;Si;50;Si;Artista;1.0;Bajo;1.0;Cat_7
461725;Femenino;No;30;Si;Ingenieria;3.0;Bajo;1.0;Cat_4
461727;Femenino;No;49;Si;Artista;1.0;Bajo;3.0;Cat_6
461737;Femenino;Si;51;Si;Doctor;0.0;Medio;6.0;Cat_4
461738;Femenino;Si;46;Si;Tens;1.0;Medio;3.0;Cat_6
461744;Masculino;Si;53;Si;Artista;0.0;Medio;4.0;Cat_6
461747;Masculino;Si;65;Si;Artista;0.0;Alto;2.0;Cat_6
461749;Femenino;No;22;No;Enfermeria;0.0;Bajo;5.0;Cat_6
461752;Masculino;Si;65;Si;Doctor;1.0;Medio;3.0;Cat_6
461756;Femenino;Si;39;Si;Ingenieria;0.0;Medio;2.0;Cat_4
461760;Masculino;Si;84;Si;Artista;0.0;Alto;2.0;Cat_6
461769;Masculino;No;37;Si;Artista;0.0;Bajo;1.0;Cat_6
461771;Masculino;Si;28;Si;Doctor;8.0;Medio;2.0;Cat_6
461775;Femenino;Si;82;No;Abogado;0.0;Alto;2.0;Cat_6
461778;Femenino;Si;87;Si;Abogado;0.0;Alto;2.0;Cat_6
461780;Femenino;No;69;Si;Abogado;1.0;Bajo;5.0;Cat_6
461782;Femenino;Si;51;Si;Artista;1.0;Alto;5.0;Cat_6
461784;Femenino;Si;74;Si;Abogado;1.0;Bajo;1.0;Cat_6
461788;Femenino;Si;79;Si;Abogado;1.0;Alto;2.0;Cat_6
461791;Femenino;No;21;No;Abogado;9.0;Bajo;1.0;Cat_6
461792;Femenino;No;20;No;Enfermeria;5.0;Bajo;5.0;Cat_2
461800;Femenino;No;43;Si;Doctor;3.0;Bajo;1.0;Cat_2
461801;Femenino;No;25;No;Enfermeria;1.0;Bajo;3.0;Cat_6
461802;Masculino;No;43;Si;Artista;0.0;Bajo;4.0;Cat_6
461804;Femenino;No;42;Si;Artista;1.0;Bajo;1.0;Cat_6
461807;Masculino;No;25;Si;Doctor;10.0;Bajo;4.0;Cat_6
461815;Masculino;Si;59;Si;Artista;0.0;Bajo;1.0;Cat_3
461816;Femenino;No;49;Si;Marketing;0.0;Bajo;5.0;Cat_6
461821;Femenino;No;32;No;Doctor;1.0;Bajo;4.0;Cat_6
461822;Masculino;Si;36;Si;Artista;8.0;Alto;2.0;Cat_6
461824;Masculino;Si;45;Si;Marketing;9.0;Bajo;3.0;Cat_6
461832;Masculino;No;29;Si;Enfermeria;1.0;Bajo;3.0;Cat_6
461837;Masculino;Si;37;Si;Artista;0.0;Bajo;2.0;Cat_6
461845;Femenino;Si;48;Si;Doctor;1.0;Medio;4.0;Cat_6
461846;Femenino;No;65;Si;Artista;0.0;Bajo;2.0;Cat_2
461848;Masculino;No;39;No;Marketing;1.0;Bajo;2.0;Cat_6
461858;Masculino;No;25;No;Entretenimiento;1.0;Bajo;7.0;Cat_4
461859;Femenino;Si;49;No;Artista;5.0;Bajo;5.0;Cat_6
461860;Femenino;Si;77;Si;Abogado;1.0;Alto;2.0;Cat_6
461862;Femenino;No;38;Si;Artista;9.0;Bajo;1.0;Cat_6
461864;Masculino;No;19;Si;Marketing;0.0;Bajo;6.0;Cat_4
461872;Femenino;Si;76;Si;Abogado;1.0;Alto;2.0;Cat_6
461873;Masculino;No;28;Si;Doctor;0.0;Bajo;4.0;Cat_6
461874;Masculino;Si;51;Si;Doctor;1.0;Medio;3.0;Cat_3
461882;Femenino;No;28;Si;Doctor;0.0;Bajo;5.0;Cat_7
461892;Femenino;No;42;Si;Enfermeria;0.0;Bajo;1.0;Cat_2
461896;Masculino;Si;45;Si;Artista;1.0;Bajo;1.0;Cat_6
461898;Masculino;Si;63;Si;Ejecutivo;6.0;Alto;3.0;Cat_6
461899;Femenino;No;18;No;Doctor;0.0;Bajo;6.0;Cat_6
461901;Masculino;No;26;Si;Artista;7.0;Bajo;4.0;Cat_6
461910;Masculino;Si;31;Si;Artista;1.0;Medio;2.0;Cat_2
461913;Masculino;No;43;Si;Entretenimiento;5.0;Bajo;4.0;Cat_2
461914;Femenino;Si;60;Si;Artista;7.0;Bajo;Tens;Cat_6
461921;Femenino;No;36;Si;Artista;0.0;Bajo;1.0;Cat_6
461927;Masculino;No;32;No;Enfermeria;1.0;Bajo;4.0;Cat_2
461928;Masculino;Si;68;Si;Abogado;1.0;Bajo;1.0;Cat_4
461929;Masculino;Si;60;Si;Entretenimiento;1.0;Bajo;1.0;Cat_6
461930;Femenino;No;42;Si;Artista;0.0;Bajo;1.0;Cat_4
461931;Femenino;No;18;No;Enfermeria;6.0;Bajo;5.0;Cat_4
461936;Masculino;Si;69;No;Abogado;0.0;Alto;2.0;Cat_6
461937;Femenino;No;42;Si;Doctor;0.0;Bajo;Tens;Cat_6
461941;Femenino;Si;70;Si;Artista;1.0;Bajo;1.0;Cat_6
461943;Masculino;No;25;Si;Enfermeria;1.0;Bajo;3.0;Cat_6
461962;Masculino;Si;56;Si;Entretenimiento;1.0;Medio;3.0;Cat_6
461963;Femenino;No;40;Si;Artista;9.0;Bajo;1.0;Cat_6
461965;Masculino;No;23;No;Enfermeria;1.0;Bajo;6.0;Cat_6
461967;Femenino;No;20;No;Marketing;3.0;Bajo;4.0;Cat_7
461968;Femenino;No;39;Si;Entretenimiento;2.0;Bajo;1.0;Cat_6
461978;Femenino;No;19;No;Enfermeria;0.0;Bajo;4.0;Cat_6
461985;Masculino;No;28;Si;Entretenimiento;1.0;Bajo;Tens;Cat_5
461988;Masculino;Si;40;No;Ingenieria;1.0;Medio;2.0;Cat_6
461989;Femenino;Tens;60;Si;Ingenieria;1.0;Medio;4.0;Cat_2
461993;Masculino;No;33;No;Enfermeria;3.0;Bajo;4.0;Cat_6
461994;Masculino;Si;20;No;Doctor;14.0;Bajo;2.0;Cat_6
461996;Femenino;No;35;No;Artista;7.0;Bajo;4.0;Cat_6
461999;Masculino;No;27;Si;Doctor;0.0;Bajo;5.0;Cat_6
462007;Femenino;Si;42;Si;Artista;1.0;Medio;2.0;Cat_6
462011;Masculino;Si;30;No;Marketing;0.0;Bajo;4.0;Cat_4
462013;Femenino;Si;56;Si;Ejecutivo;0.0;Medio;2.0;Cat_6
462015;Masculino;Si;28;Si;Entretenimiento;0.0;Medio;2.0;Cat_6
462016;Femenino;Si;38;Si;Artista;6.0;Medio;2.0;Cat_6
462017;Masculino;No;26;Si;Entretenimiento;9.0;Bajo;1.0;Cat_2
462027;Masculino;No;36;No;Ingenieria;0.0;Bajo;1.0;Cat_6
462029;Masculino;No;56;No;Entretenimiento;0.0;Bajo;1.0;Cat_6
462033;Masculino;No;26;Si;Entretenimiento;0.0;Bajo;1.0;Cat_6
462038;Masculino;No;28;Si;Artista;4.0;Bajo;4.0;Cat_6
462043;Masculino;No;32;No;Enfermeria;0.0;Bajo;5.0;Cat_6
462044;Femenino;No;52;Si;Artista;4.0;Bajo;1.0;Cat_6
462048;Femenino;No;23;No;Enfermeria;0.0;Bajo;4.0;Cat_6
462051;Masculino;No;23;No;Enfermeria;1.0;Bajo;5.0;Cat_4
462052;Masculino;Si;50;Si;Artista;0.0;Bajo;2.0;Cat_6
462053;Masculino;Si;26;Si;Artista;1.0;Bajo;2.0;Cat_6
462058;Masculino;Si;40;Si;Entretenimiento;8.0;Bajo;2.0;Cat_6
462060;Femenino;Si;53;Si;Artista;1.0;Medio;2.0;Cat_6
462064;Masculino;Si;63;Si;Artista;0.0;Medio;3.0;Cat_7
462068;Masculino;Si;62;Si;Ejecutivo;0.0;Alto;3.0;Cat_6
462075;Femenino;No;38;Si;Artista;1.0;Bajo;1.0;Cat_6
462078;Femenino;Si;57;No;Artista;1.0;Medio;2.0;Cat_2
462080;Femenino;No;43;Si;Artista;9.0;Bajo;1.0;Cat_6
462081;Masculino;No;21;No;Marketing;1.0;Bajo;3.0;Cat_4
462083;Masculino;No;22;No;Enfermeria;0.0;Bajo;5.0;Cat_6
462084;Masculino;Si;68;Si;Artista;1.0;Bajo;1.0;Cat_6
462085;Femenino;No;28;Si;Enfermeria;0.0;Bajo;1.0;Cat_6
462088;Masculino;Si;33;Si;Artista;0.0;Medio;2.0;Cat_6
462090;Femenino;No;38;Si;Artista;8.0;Bajo;1.0;Cat_6
462091;Masculino;No;23;No;Enfermeria;0.0;Bajo;5.0;Cat_4
462094;Femenino;No;41;Si;Enfermeria;1.0;Bajo;1.0;Cat_6
462096;Femenino;No;41;Si;Dueño de casa;1.0;Bajo;1.0;Cat_4
462102;Femenino;No;39;Si;Doctor;4.0;Bajo;1.0;Cat_6
462103;Femenino;Si;49;No;Entretenimiento;9.0;Alto;2.0;Cat_6
462108;Femenino;Si;33;Si;Dueño de casa;1.0;Medio;2.0;Cat_6
462109;Masculino;Si;79;No;Abogado;0.0;Bajo;1.0;Cat_6
462111;Masculino;Si;38;Si;Artista;6.0;Medio;4.0;Cat_6
462114;Masculino;No;21;No;Enfermeria;1.0;Bajo;4.0;Cat_6
462116;Femenino;Si;68;Si;Doctor;0.0;Medio;2.0;Cat_6
462118;Masculino;No;31;Si;Artista;0.0;Bajo;3.0;Cat_6
462120;Masculino;Si;46;No;Artista;1.0;Bajo;3.0;Cat_3
462128;Masculino;Si;35;Si;Artista;9.0;Medio;2.0;Cat_6
462131;Femenino;No;42;Si;Artista;8.0;Bajo;3.0;Cat_2
462134;Masculino;Si;87;No;Abogado;0.0;Bajo;1.0;Cat_4
462141;Femenino;No;38;Si;Artista;8.0;Bajo;1.0;Cat_6
462149;Femenino;Si;88;No;Abogado;2.0;Alto;1.0;Cat_6
462151;Femenino;No;42;Si;Artista;9.0;Bajo;1.0;Cat_6
462163;Femenino;Si;26;Si;Artista;4.0;Medio;2.0;Cat_3
462168;Masculino;Si;35;Si;Ejecutivo;0.0;Alto;3.0;Cat_6
462171;Femenino;Si;41;No;Ingenieria;3.0;Alto;2.0;Cat_6
462172;Masculino;Si;37;Si;Doctor;1.0;Medio;2.0;Cat_1
462174;Femenino;Si;41;Si;Ingenieria;8.0;Medio;4.0;Cat_4
462177;Masculino;No;35;Tens;Artista;6.0;Bajo;5.0;Cat_2
462179;Femenino;No;33;Si;Marketing;0.0;Bajo;9.0;Cat_7
462180;Femenino;Si;61;Si;Ingenieria;2.0;Medio;4.0;Cat_2
462186;Femenino;No;19;No;Doctor;1.0;Bajo;3.0;Cat_1
462187;Femenino;No;50;Si;Artista;4.0;Bajo;1.0;Cat_6
462188;Femenino;Si;48;No;Ingenieria;0.0;Medio;4.0;Cat_4
462196;Masculino;Si;57;No;Marketing;1.0;Medio;3.0;Cat_4
462197;Femenino;Si;72;No;Ingenieria;1.0;Medio;3.0;Cat_4
462198;Femenino;No;39;No;Ingenieria;4.0;Bajo;Tens;Cat_3
462200;Femenino;Si;49;Si;Doctor;0.0;Bajo;3.0;Cat_4
462202;Femenino;No;41;Si;Entretenimiento;0.0;Bajo;4.0;Cat_4
462203;Masculino;Si;65;No;Ejecutivo;2.0;Alto;7.0;Cat_4
462204;Femenino;No;22;No;Marketing;0.0;Bajo;3.0;Cat_4
462205;Femenino;No;23;No;Enfermeria;0.0;Bajo;4.0;Cat_4
462209;Femenino;Si;41;No;Artista;0.0;Bajo;1.0;Cat_4
462210;Femenino;Si;42;Si;Ingenieria;0.0;Bajo;3.0;Cat_4
462211;Masculino;No;18;No;Enfermeria;0.0;Bajo;3.0;Cat_4
462214;Masculino;Si;49;No;Doctor;1.0;Bajo;2.0;Cat_4
462216;Femenino;Si;40;No;Doctor;0.0;Bajo;2.0;Cat_4
462218;Masculino;Si;50;No;Ejecutivo;1.0;Medio;5.0;Cat_4
462220;Femenino;No;19;No;Enfermeria;6.0;Bajo;3.0;Cat_4
462222;Masculino;No;22;No;Enfermeria;0.0;Bajo;6.0;Cat_4
462229;Masculino;No;23;No;Tens;1.0;Bajo;8.0;Cat_4
462231;Masculino;No;27;Si;Artista;4.0;Bajo;6.0;Cat_4
462232;Masculino;Si;55;No;Ejecutivo;0.0;Alto;8.0;Cat_4
462234;Masculino;Si;32;No;Tens;1.0;Medio;6.0;Cat_4
462238;Masculino;Si;57;No;Entretenimiento;1.0;Bajo;2.0;Cat_3
462240;Masculino;Si;80;No;Abogado;0.0;Alto;2.0;Cat_6
462243;Masculino;Si;43;No;Ejecutivo;0.0;Bajo;4.0;Cat_6
462246;Femenino;Si;79;No;Abogado;1.0;Alto;2.0;Cat_6
462249;Masculino;No;25;No;Entretenimiento;1.0;Bajo;3.0;Cat_6
462256;Femenino;Si;58;Si;Dueño de casa;0.0;Medio;4.0;Cat_6
462257;Femenino;Si;78;Si;Abogado;1.0;Alto;2.0;Cat_6
462260;Masculino;Si;76;Si;Abogado;1.0;Bajo;2.0;Cat_6
462262;Masculino;No;27;No;Enfermeria;1.0;Bajo;3.0;Cat_4
462274;Masculino;Si;47;Si;Artista;1.0;Medio;3.0;Cat_6
462275;Masculino;Si;43;Si;Artista;1.0;Medio;2.0;Cat_6
462278;Masculino;No;31;Si;Enfermeria;1.0;Bajo;4.0;Cat_6
462279;Masculino;No;27;No;Enfermeria;0.0;Bajo;7.0;Cat_6
462280;Masculino;No;31;Si;Enfermeria;0.0;Bajo;4.0;Cat_6
462281;Masculino;Si;46;Si;Artista;1.0;Bajo;2.0;Cat_6
462284;Masculino;Si;48;Si;Ejecutivo;1.0;Medio;4.0;Cat_6
462285;Masculino;Si;51;Si;Doctor;1.0;Bajo;2.0;Cat_4
462286;Masculino;Si;57;No;Doctor;0.0;Medio;2.0;Cat_6
462290;Femenino;No;30;Si;Doctor;0.0;Bajo;1.0;Cat_6
462291;Femenino;No;37;Si;Marketing;1.0;Bajo;3.0;Cat_6
462297;Femenino;No;31;Si;Artista;14.0;Bajo;2.0;Cat_6
462300;Masculino;Si;49;Si;Artista;1.0;Medio;3.0;Cat_6
462304;Masculino;Si;56;Si;Artista;1.0;Bajo;4.0;Cat_4
462306;Masculino;Si;83;No;Abogado;8.0;Alto;2.0;Cat_6
462309;Masculino;No;32;Si;Enfermeria;1.0;Bajo;1.0;Cat_6
462310;Masculino;Si;63;Si;Artista;5.0;Medio;4.0;Cat_6
462323;Femenino;Si;71;Si;Doctor;1.0;Medio;2.0;Cat_6
462336;Masculino;Si;50;No;Artista;0.0;Bajo;4.0;Cat_6
462339;Masculino;No;31;Si;Artista;4.0;Bajo;5.0;Cat_6
462340;Masculino;Si;60;No;Entretenimiento;0.0;Medio;6.0;Cat_6
462342;Femenino;Si;71;Si;Abogado;8.0;Alto;2.0;Cat_6
462345;Masculino;Si;49;Si;Doctor;0.0;Medio;6.0;Cat_4
462346;Masculino;Si;74;Si;Abogado;9.0;Bajo;1.0;Cat_6
462349;Masculino;Si;51;Si;Artista;1.0;Medio;6.0;Cat_6
462355;Masculino;Si;61;No;Entretenimiento;0.0;Bajo;Tens;Cat_6
462356;Masculino;No;46;Si;Ingenieria;0.0;Bajo;3.0;Cat_6
462358;Masculino;Si;39;No;Doctor;2.0;Medio;2.0;Cat_6
462365;Masculino;Si;85;Si;Abogado;1.0;Alto;2.0;Cat_6
462368;Femenino;Si;31;Si;Artista;1.0;Medio;2.0;Cat_6
462370;Masculino;Si;39;Si;Ejecutivo;4.0;Alto;3.0;Cat_6
462381;Femenino;Si;48;No;Doctor;1.0;Alto;2.0;Cat_6
462382;Masculino;Si;71;Si;Abogado;0.0;Alto;2.0;Cat_6
462384;Femenino;No;31;Si;Enfermeria;1.0;Bajo;1.0;Cat_7
462386;Femenino;No;32;Si;Enfermeria;0.0;Bajo;5.0;Cat_6
462389;Femenino;Si;55;No;Ingenieria;0.0;Bajo;1.0;Cat_6
462395;Masculino;Si;46;Si;Artista;0.0;Alto;2.0;Cat_6
462396;Masculino;Si;53;Si;Doctor;1.0;Medio;2.0;Cat_6
462397;Masculino;Si;50;Si;Artista;0.0;Medio;4.0;Cat_6
462400;Masculino;No;45;Si;Artista;1.0;Bajo;1.0;Cat_6
462401;Masculino;Si;33;No;Ejecutivo;1.0;Medio;2.0;Cat_4
462409;Femenino;Si;29;No;Ingenieria;5.0;Bajo;2.0;Cat_6
462411;Masculino;No;35;Si;Artista;8.0;Bajo;1.0;Cat_6
462415;Masculino;No;25;No;Doctor;1.0;Bajo;1.0;Cat_6
462420;Masculino;No;26;Si;Enfermeria;0.0;Bajo;3.0;Cat_6
462421;Masculino;No;48;Si;Artista;1.0;Bajo;2.0;Cat_6
462423;Masculino;Si;66;No;Abogado;0.0;Alto;3.0;Cat_6
462424;Femenino;Si;38;No;Artista;0.0;Bajo;3.0;Cat_6
462428;Masculino;Si;65;Si;Entretenimiento;2.0;Medio;3.0;Cat_6
462429;Masculino;Si;87;No;Abogado;1.0;Bajo;1.0;Cat_6
462445;Masculino;No;20;No;Enfermeria;1.0;Bajo;3.0;Cat_6
462446;Masculino;No;19;No;Enfermeria;0.0;Bajo;4.0;Cat_6
462447;Masculino;No;22;No;Enfermeria;9.0;Bajo;4.0;Cat_6
462450;Masculino;No;18;No;Enfermeria;0.0;Bajo;Tens;Cat_6
462451;Masculino;No;18;No;Marketing;1.0;Bajo;9.0;Cat_6
462452;Masculino;No;19;No;Enfermeria;0.0;Bajo;Tens;Cat_4
462454;Masculino;No;19;No;Enfermeria;1.0;Bajo;3.0;Cat_2
462456;Masculino;No;22;No;Enfermeria;0.0;Bajo;8.0;Cat_6
462457;Masculino;No;31;No;Enfermeria;4.0;Bajo;4.0;Cat_6
462463;Masculino;Si;63;No;Artista;0.0;Medio;2.0;Cat_6
462472;Masculino;No;43;Si;Artista;1.0;Bajo;1.0;Cat_6
462473;Masculino;No;73;No;Ingenieria;0.0;Bajo;Tens;Cat_4
462485;Femenino;Si;39;No;Ingenieria;0.0;Bajo;2.0;Cat_6
462488;Masculino;No;31;Si;Enfermeria;1.0;Bajo;5.0;Cat_6
462491;Masculino;No;31;Si;Artista;0.0;Bajo;5.0;Cat_6
462492;Masculino;Si;43;No;Artista;0.0;Medio;4.0;Cat_2
462496;Masculino;Si;52;No;Artista;0.0;Medio;3.0;Cat_6
462498;Femenino;Si;63;Si;Doctor;0.0;Medio;3.0;Cat_6
